Date,Open Price,High Price,Low Price,Close Price,Average Price=(O+H+L+C)/4,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-Oct-22,1453,1467.5,1445.7,1450.25,1459.972128126758543071,90629,4141,132315814,56236,62.05,21.8,-2.75
27-Oct-22,1461,1465.75,1451.6,1454.25,1457.482114026590293279,142458,3965,207629987,94854,66.58,14.15,-6.75
28-Oct-22,1450,1466.9,1448.75,1458.5,1460.987444695869499138,118436,4413,173033509,75053,63.37,18.15,8.5
31-Oct-22,1465,1498,1465,1496.4,1485.557638639971324696,156232,6995,232091641,82089,52.54,33,31.4
01-Nov-22,1500,1529,1499.95,1514.05,1524.478501984484672255,1026211,8819,1564436608,833500,81.22,29.05,14.05
02-Nov-22,1513.1,1527.95,1512,1513.95,1520.791353788900616312,347713,12762,528798924,191673,55.12,15.95,0.85
03-Nov-22,1499,1520.4,1498,1508.6,1510.074037956642412422,253289,7876,382485143,155804,61.51,22.4,9.6
04-Nov-22,1501,1516,1490,1497.1,1496.923366160505283708,311429,10930,466185347,147635,47.41,26,-3.9
07-Nov-22,1512,1512,1492.45,1508.8,1501.671104195481788842,121464,4778,182398979,62287,51.28,19.55,-3.2
09-Nov-22,1508.55,1516.25,1503.6,1508.25,1511.994516670161459425,190760,9533,288428074,100770,52.83,12.65,-0.3
10-Nov-22,1492.05,1527.75,1492.05,1525.25,1511.655211089382261589,104316,3875,157689825,47799,45.82,35.7,33.2
11-Nov-22,1538,1636.35,1537.55,1610.95,1598.206961907894182035,1897296,91304,3032271676,1235063,65.1,98.8,72.95
14-Nov-22,1610.25,1628,1598.8,1614.4,1613.278616015316323445,188557,7792,304194976,75005,39.78,29.2,4.15
15-Nov-22,1620.55,1623.05,1605.35,1619.35,1612.946080926941492618,155177,6724,250292134,73065,47.08,17.7,-1.2
16-Nov-22,1608,1642,1608,1632.25,1629.359344024381394673,344525,20414,561355028,245506,71.26,34,24.25
17-Nov-22,1616,1631.45,1613.65,1617.3,1623.913999209436827761,240335,6247,390283371,165579,68.9,17.8,1.3
18-Nov-22,1620.2,1622.7,1605.35,1613.55,1615.016714234196276264,2487341,6729,4017097289,,,17.35,-6.65
21-Nov-22,1606.55,1610,1590.4,1597,1597.119470358110141438,169473,5762,270668628,107489,63.43,19.6,-9.55
22-Nov-22,1596,1604.65,1591.25,1593.9,1597.213619202747578822,158394,5118,252989054,99908,63.08,13.4,-2.1
23-Nov-22,1608.9,1608.9,1593.95,1599,1597.698831188045568871,168975,4254,269971160,127958,75.73,14.95,-9.9
24-Nov-22,1604,1632.15,1599.05,1625.9,1618.745644875834318775,252002,7910,407927140,185285,73.53,33.1,21.9
25-Nov-22,1627.35,1631.4,1614.05,1617.2,1620.389693672343727834,239678,9828,388371761,147451,61.52,17.35,-10.15
28-Nov-22,1606.4,1607.2,1594,1599.75,1601.350776802482000200,509589,5241,816030741,82655,16.22,13.2,-6.65
29-Nov-22,1594,1611.95,1592.65,1597.65,1605.312401260257648662,110771,4023,177822060,66169,59.73,19.3,3.65
30-Nov-22,1597,1612.5,1595.9,1608.75,1603.369693358390246138,109085,4651,174903583,73721,67.58,16.6,11.75
01-Dec-22,1618,1636.95,1615,1619.15,1627.001727220796955224,295851,19610,481350088,167370,56.57,21.95,1.15
02-Dec-22,1610.35,1616.75,1605.05,1607.1,1611.103647218774014305,169170,13240,272550404,139938,82.72,11.7,-3.25
05-Dec-22,1607,1614.55,1596.4,1612.3,1604.169822723609991941,158848,10245,254819168,88300,55.59,18.15,5.3
06-Dec-22,1600.25,1613.95,1600.25,1611.95,1607.173481819201016480,133795,7487,215031776,97268,72.7,13.7,11.7
07-Dec-22,1610,1618.75,1604.25,1609.95,1610.252437033689627505,108431,6780,174601282,54650,50.4,14.5,-0.05
08-Dec-22,1611.05,1626,1604.35,1619.5,1611.050186182540762249,6497924,8033,10468481670,6140176,94.49,21.65,8.45
09-Dec-22,1624,1634,1619.3,1631.3,1627.599587906613421331,250914,13669,408387523,194400,77.48,14.7,7.3
12-Dec-22,1621.05,1653.4,1621.05,1643.55,1643.417338672187339230,322666,21123,530274899,229704,71.19,32.35,22.5
13-Dec-22,1652,1657.35,1645.4,1648.35,1649.747743977109155621,2513494,5848,4146631056,2426456,96.54,11.95,-3.65
14-Dec-22,1651.55,1664.8,1649.4,1661.6,1659.528155270058310085,250557,20310,415806396,192017,76.64,15.4,10.05
15-Dec-22,1652.1,1669.85,1626.7,1630.7,1655.279849769681742043,76416,4846,126489865,41514,54.33,43.15,-21.4
16-Dec-22,1620,1644.9,1609,1638.7,1629.738136702810581311,78667,4356,128206610,30844,39.21,35.9,18.7
19-Dec-22,1640.65,1646.5,1626.7,1644.5,1638.318339796064914548,69630,3167,114076106,22635,32.51,19.8,3.85
20-Dec-22,1621,1637.1,1621,1631.45,1630.540062394636386536,103214,4285,168294562,73818,71.52,16.1,10.45
21-Dec-22,1642,1644.75,1607.15,1617.35,1625.893059656028867332,64017,4130,104084796,31187,48.72,37.6,-24.65
22-Dec-22,1620,1627.2,1609,1610.75,1616.448514661726186673,78265,4565,126511343,53464,68.31,18.2,-9.25
23-Dec-22,1583,1604,1583,1597.65,1595.376098574491961379,90003,6243,143588635,53994,59.99,21,14.65
26-Dec-22,1591,1638.95,1591,1628.15,1620.280423379542899962,160140,13259,259471707,105375,65.8,47.95,37.15
27-Dec-22,1632.3,1635.7,1615,1630.65,1621.548154110797459421,90688,6001,147054959,53186,58.65,20.7,-1.65
28-Dec-22,1629,1632.9,1623,1629.45,1628.639898206568386815,132818,5775,216312694,106376,80.09,9.9,0.45
29-Dec-22,1618.15,1643.4,1611.1,1640.9,1625.304169374834500854,83082,4399,135033521,55970,67.37,32.3,22.75
30-Dec-22,1643.5,1644,1620,1627.3,1632.121521964442318424,50172,3430,81886801,20009,39.88,24,-16.2
02-Jan-23,1622.05,1639,1618.65,1629.15,1633.346404292241804779,125622,3648,205184242,95487,76.01,20.35,7.1
03-Jan-23,1624.55,1643.6,1624.55,1639.7,1636.900102910490615814,175881,7676,287899627,112984,64.24,19.05,15.15
04-Jan-23,1635,1645.75,1607.45,1610.55,1625.712463961678984441,155737,10703,253183582,81141,52.1,38.3,-24.45
05-Jan-23,1614.3,1618.2,1590,1599.7,1602.709337940783790151,152796,16096,244887576,95235,62.33,28.2,-14.6
06-Jan-23,1599.75,1608.9,1578.5,1594.35,1592.328457128528932401,175478,13939,279418613,108247,61.69,30.4,-5.4
09-Jan-23,1595.8,1611,1590.05,1597.4,1604.823808434378098070,196695,9906,315660819,145517,73.98,20.95,1.6
10-Jan-23,1597.45,1598.05,1565.15,1569.3,1571.999295699171680982,195939,10639,308015970,131846,67.29,32.9,-28.15
11-Jan-23,1570.6,1598,1560.05,1590.8,1584.088791848617176128,132591,8291,210035917,52736,39.77,37.95,20.2
12-Jan-23,1585.25,1603.8,1584.35,1599.7,1594.427747085218119430,109871,7131,175181371,53564,48.75,19.45,14.45
13-Jan-23,1598,1609.95,1586.1,1600.85,1598.647108402489626556,92544,6868,147945198,50751,54.84,23.85,2.85
16-Jan-23,1624.4,1624.4,1580.15,1585.25,1599.856821777587433502,282529,20347,452005948,128244,45.39,44.25,-39.15
17-Jan-23,1592,1610.8,1577.7,1608.6,1604.669383341548313636,261717,8089,419969257,185297,70.8,33.1,16.6
18-Jan-23,1607.9,1641,1601,1636.95,1632.100955764921446522,161546,7606,263659381,85081,52.67,40,29.05
19-Jan-23,1630.05,1649.35,1630.05,1644.1,1642.500313286535050922,94163,5418,154662757,52561,55.82,19.3,14.05
20-Jan-23,1643.8,1668,1642.6,1660.8,1661.108161259900679940,758155,13974,1259377458,673639,88.85,25.4,17
23-Jan-23,1661.25,1683.3,1661.25,1672.65,1675.690618879519626584,85267,5723,142881112,36345,42.62,22.05,11.4
24-Jan-23,1677.7,1702,1675.5,1695.3,1692.849043426401117441,127434,5720,215726525,63738,50.02,26.5,17.6
25-Jan-23,1688.5,1692.7,1645.35,1648.2,1658.477080587494265595,137329,7905,227756999,60435,44.01,47.35,-40.3
27-Jan-23,1644.15,1644.15,1590.35,1615.85,1613.799174645742070285,153631,8852,247929581,64632,42.07,53.8,-28.3
30-Jan-23,1602,1625,1582.05,1614.3,1602.184394321334557387,197159,13524,315885073,70323,35.67,42.95,12.3
31-Jan-23,1617.8,1622.7,1595,1603.45,1606.452935683504144119,172413,12742,276973370,82473,47.83,27.7,-14.35
01-Feb-23,1616.25,1664.15,1606.75,1627.05,1623.432396336960035488,423801,10795,688012273,292229,68.95,57.4,10.8
02-Feb-23,1614.95,1623.7,1589.15,1603.25,1602.337002201320792475,94943,7241,152130682,33998,35.81,34.55,-11.7
03-Feb-23,1617,1660.1,1609.8,1658.7,1642.056932042298887027,201802,14764,331370373,112478,55.74,50.3,41.7
06-Feb-23,1658.7,1669.25,1646.65,1651.75,1656.439403314547552552,59797,3811,99050107,17395,29.09,22.6,-6.95
07-Feb-23,1652.35,1661,1632.25,1653.4,1651.147164359502181261,105902,7220,174859787,44245,41.78,28.75,1.05
08-Feb-23,1651.55,1668.1,1648.1,1653.6,1658.617537948708758221,55799,3364,92549200,24048,43.1,20,2.05
09-Feb-23,1661,1661,1635.5,1649.3,1647.812243644182642791,55343,2849,91194873,18402,33.25,25.5,-11.7
10-Feb-23,1646,1658.5,1643.2,1656.45,1652.348151206532709422,43596,2432,72035770,12448,28.55,15.3,10.45
13-Feb-23,1656.45,1661.85,1644.45,1658.6,1653.123900330972510417,58313,3686,96398614,19723,33.82,17.4,2.15
14-Feb-23,1661,1677.4,1659,1673.3,1668.033861228892917609,133486,10180,222659168,84760,63.5,18.4,12.3
15-Feb-23,1673,1676.35,1657.4,1668.7,1667.372781604168944280,54882,3494,91508753,20281,36.95,18.95,-4.3
16-Feb-23,1670.6,1681.35,1661,1664.75,1674.494459551954418484,54057,3642,90518147,16741,30.97,20.35,-5.85
17-Feb-23,1640,1667,1640,1656.3,1652.345117385539349504,102568,8040,169477734,59861,58.36,27,16.3
20-Feb-23,1657.55,1668.7,1634.55,1639.8,1653.609651904014951773,119852,12284,198188424,61282,51.13,34.15,-17.75
21-Feb-23,1637,1661.45,1635,1646.95,1648.591281778022242466,58177,4314,95910095,19895,34.2,26.45,9.95
22-Feb-23,1639.2,1642.05,1608.9,1614.55,1623.647415141703350674,109948,9929,178516786,42019,38.22,33.15,-24.65
23-Feb-23,1613.05,1616.6,1592.3,1603.35,1602.151433427913699876,149432,11285,239412693,62744,41.99,24.3,-9.7
24-Feb-23,1619.35,1619.35,1585.25,1588.45,1595.400444301481675076,99482,9957,158713627,45368,45.6,34.1,-30.9
27-Feb-23,1585,1598.6,1577.15,1592.65,1589.708539425023209094,65707,4103,104454979,21403,32.57,21.45,7.65
28-Feb-23,1592.65,1605.1,1588.8,1601.25,1598.619277336360196746,52860,3594,84503015,17107,32.36,16.3,8.6
01-Mar-23,1606.5,1612.35,1595.3,1597.75,1601.615283296704923006,135141,7087,216443891,39959,29.57,17.05,-8.75
02-Mar-23,1590.55,1606,1582.2,1584.65,1591.519327890639832921,52670,3529,83825323,22382,42.49,23.8,-5.9
03-Mar-23,1596,1619.45,1587.65,1615.55,1609.986617119692323683,153928,10057,247822020,91803,59.64,31.8,19.55
06-Mar-23,1618,1638.6,1618,1626.35,1631.730342335177366346,85501,4872,139514576,27591,32.27,20.6,8.35
08-Mar-23,1622,1639.5,1621.2,1630.4,1627.303589115461095863,264522,9087,430457600,93852,35.48,18.3,8.4
09-Mar-23,1633.45,1644.95,1626.95,1631.55,1636.782604334497307395,159511,5600,261084830,41140,25.79,18,-1.9
10-Mar-23,1602.15,1613.6,1585,1588.65,1594.343543625904888382,277106,18366,441802162,74762,26.98,28.6,-13.5
13-Mar-23,1583.1,1603.7,1565,1568.65,1586.138160261049310758,230761,13468,366018828,100624,43.61,38.7,-14.45
14-Mar-23,1564.3,1583.65,1558.9,1564.85,1571.134510145883905635,212155,13239,333324042,69114,32.58,24.75,0.55
15-Mar-23,1579.45,1580.85,1536.05,1540.75,1558.662975667348977581,143141,11691,223108577,56635,39.57,44.8,-38.7
16-Mar-23,1541.55,1559.15,1532.3,1551.45,1541.655071693303087327,331063,9085,510384953,238489,72.04,26.85,9.9
17-Mar-23,1560,1578.65,1540.45,1572.55,1557.273941638311430666,83171,4818,129520031,26415,31.76,38.2,12.55
20-Mar-23,1568,1568,1545.15,1561.1,1556.059657022525398478,89277,4771,138920338,25279,28.32,22.85,-6.9
21-Mar-23,1574,1582.1,1556.55,1579.4,1569.658885741265344664,105900,5028,166226876,30444,28.75,25.55,5.4
22-Mar-23,1581.35,1585.55,1566.15,1575.3,1573.194938081578395018,57172,4447,89942701,19146,33.49,19.4,-6.05
23-Mar-23,1569.9,1590,1559.7,1562.65,1575.140866706772086627,93088,3416,146626713,24604,26.43,30.3,-7.25
24-Mar-23,1562,1573.55,1554.7,1561.75,1564.748756711284855382,80834,4027,126484901,20546,25.42,18.85,-0.25
27-Mar-23,1560.1,1579.4,1559,1565.45,1569.004109992710578966,128954,8658,202329356,63707,49.4,20.4,5.35
28-Mar-23,1566,1582.35,1565,1580.15,1574.042776936972123224,102415,3664,161205591,39558,38.63,17.35,14.15
29-Mar-23,1576.6,1602,1576.6,1588.4,1591.565666343981929654,80574,4053,128238812,18404,22.84,25.4,11.8
31-Mar-23,1588.4,1612.85,1588.4,1609.75,1602.266474030527973756,260941,14844,418097016,113285,43.41,24.45,21.35
03-Apr-23,1604.3,1615.45,1602.55,1610.35,1609.161885127454191634,155703,9533,250551333,62003,39.82,12.9,6.05
05-Apr-23,1613,1656.1,1613,1654.1,1647.277471855447622050,183961,8517,303034811,73231,39.81,43.1,41.1
06-Apr-23,1650.4,1669,1648.1,1666.3,1659.759430493860735905,198558,12457,329558513,117284,59.07,20.9,15.9
10-Apr-23,1665,1670.8,1654.5,1658.1,1663.603792835890198378,163677,6764,272293678,98179,59.98,16.3,-6.9
11-Apr-23,1659.3,1668.5,1651.9,1663.7,1662.084224322273573842,86982,4049,144571410,36983,42.52,16.6,4.4
12-Apr-23,1665.6,1688,1665.6,1684.75,1680.544328198899501279,217356,12101,365276393,144527,66.49,22.4,19.15
13-Apr-23,1686.05,1697,1677.7,1693.3,1687.345823783058063657,165353,6128,279007694,89294,54,19.3,7.25
17-Apr-23,1706,1715.85,1653.65,1667.05,1669.057636297708584328,341972,18847,570770978,128086,37.46,62.2,-38.95
18-Apr-23,1668,1676.9,1656,1658.25,1666.795741622940968759,161423,9605,269059169,60734,37.62,20.9,-9.75
19-Apr-23,1664.7,1669.75,1657.7,1665.95,1664.071971022874275191,65707,3780,109341177,21352,32.5,12.05,1.25
20-Apr-23,1670.55,1677.25,1666.75,1672,1671.307669338839629134,197592,7948,330237025,128458,65.01,10.5,1.45
21-Apr-23,1665.5,1677,1662.8,1673.8,1669.273460333638094096,133438,7765,222744512,97904,73.37,14.2,8.3
24-Apr-23,1675.2,1691.5,1674.55,1688.45,1680.593322446017056795,137775,5221,231543745,71815,52.12,16.95,13.25
25-Apr-23,1689,1689,1661.1,1663.6,1667.143812716932360814,423231,8612,705586943,319663,75.53,27.9,-25.4
26-Apr-23,1660.2,1674.4,1654.85,1672.2,1668.084652655925985005,100304,3481,167315563,54009,53.85,19.55,12
27-Apr-23,1672.2,1685.45,1666.05,1681.05,1673.700006875282377669,203628,8003,340812185,102685,50.43,19.4,8.85
28-Apr-23,1682.6,1690.95,1670,1688.05,1680.234838627899086980,268231,9571,450691071,180157,67.16,20.95,5.45
02-May-23,1688.25,1698.55,1682,1686.5,1692.910986748716119298,134553,8948,227786252,80238,59.63,16.55,-1.75
03-May-23,1686,1696.65,1680.1,1692.05,1686.878538324162912940,138307,3830,233307110,109838,79.42,16.55,6.05
04-May-23,1692,1733.95,1688.55,1727.2,1707.159196679060252937,517203,12901,882947858,225135,43.53,45.4,35.2
05-May-23,1637,1661.05,1622,1625.35,1640.756102195302515088,557873,29278,915333529,290999,52.16,39.05,-11.65
08-May-23,1635,1650,1630,1645.25,1644.215224178409581622,201469,9321,331258397,105800,52.51,20,10.25
09-May-23,1650,1655.7,1639.55,1643.2,1649.055259357863875985,434207,16841,716031337,278933,64.24,16.15,-6.8
10-May-23,1644,1654.3,1633.9,1652,1645.148723684210526315,76000,4103,125031303,26194,34.47,20.4,8
11-May-23,1667,1668,1649.55,1653.7,1656.349808784331904044,172580,5989,285852850,101484,58.8,18.45,-13.3
12-May-23,1649,1672.2,1643.6,1667.6,1662.597635331021244566,277671,17956,461655148,193380,69.64,28.6,18.6
15-May-23,1674,1681,1665.35,1676.2,1676.779336467472827680,119331,4242,200091755,83755,70.19,15.65,2.2
16-May-23,1673.7,1673.7,1644.1,1646.75,1654.424871245668078552,166208,12535,274978649,78012,46.94,29.6,-26.95
17-May-23,1647.1,1649.65,1625.4,1638.65,1637.639855010971159791,82489,4193,135087274,45419,55.06,24.25,-8.45
18-May-23,1650,1653.65,1640.2,1645.35,1646.597297132273624651,147399,7991,242706795,55695,37.79,13.45,-4.65
19-May-23,1645.35,1649.5,1632,1647.4,1641.599964394936451319,157281,7746,258192484,103531,65.83,17.5,2.05
22-May-23,1644.7,1652.5,1632.95,1640.55,1641.610573528257970029,152948,9290,251081054,88151,57.63,19.55,-4.15
23-May-23,1647.7,1647.7,1634.05,1636.8,1640.966279627870878138,97923,3135,160688341,63350,64.69,13.65,-10.9
24-May-23,1633.95,1634.6,1614.1,1615.65,1625.774664313665311133,130330,4697,211887212,83654,64.19,20.5,-18.3
25-May-23,1616,1620.5,1597.55,1609.6,1607.017363635505282737,105911,6349,170200816,51313,48.45,22.95,-6.4
26-May-23,1616.1,1618.5,1602,1615.5,1609.889794026984009724,148903,10270,239717420,64229,43.13,16.5,-0.6
29-May-23,1625.05,1640.95,1625.05,1634.85,1636.061325282942603071,79168,3912,129523703,29467,37.22,15.9,9.8
30-May-23,1633,1642,1628.15,1637.05,1634.696453844424163062,75603,3790,123587956,26573,35.15,13.85,4.05
31-May-23,1633.8,1634.4,1605,1611.35,1614.574073796272683178,199983,17951,322887367,119791,59.9,29.4,-22.45
01-Jun-23,1622,1622,1600.4,1604.1,1611.907403558696103979,187653,14400,302479260,105006,55.96,21.6,-17.9
02-Jun-23,1609.05,1615.5,1601.25,1606.15,1607.854463637683263173,172225,13335,276912735,91333,53.03,14.25,-2.9
05-Jun-23,1617,1617,1602.25,1604.5,1610.241655540720961281,68159,3466,109752461,33688,49.43,14.75,-12.5
06-Jun-23,1604.2,1608.6,1592.4,1600.3,1599.296772158770700735,193411,16060,309321588,105236,54.41,16.2,-3.9
07-Jun-23,1601.3,1611.65,1596.6,1607.75,1603.288737645271425608,178373,11237,285983422,98061,54.98,15.05,6.45
08-Jun-23,1605,1625.85,1604,1608.9,1617.032454203512820797,270381,11747,437214852,139575,51.62,21.85,3.9
09-Jun-23,1613.25,1618.45,1607,1610.55,1613.335188950605038682,161312,8393,260250326,66015,40.92,11.45,-2.7
12-Jun-23,1612.95,1616,1599,1600.6,1604.502366915459007347,68866,4274,110495660,35837,52.04,17,-12.35
13-Jun-23,1590,1609.05,1590,1604.7,1603.317892464045069303,80587,4738,129206579,38780,48.12,19.05,14.7
14-Jun-23,1606.2,1612.7,1600,1602,1606.428159123656753988,230412,13849,370140325,123630,53.66,12.7,-4.2
15-Jun-23,1601.55,1606,1580,1581.55,1590.889997409114946567,281757,26395,448244393,172273,61.14,26,-20
16-Jun-23,1584.2,1609.2,1583.45,1602.1,1597.073066197931924959,92163,5327,147191045,33357,36.19,25.75,17.9
19-Jun-23,1608,1614.75,1598,1603.65,1606.876990669528134181,108569,5132,174457028,42699,39.33,16.75,-4.35
20-Jun-23,1605,1610.95,1590.9,1608.3,1600.030300804888079431,68084,3366,108936463,27924,41.01,20.05,3.3
21-Jun-23,1615.35,1637,1611.5,1635.8,1621.444876635418569163,2173679,25254,3524500678,1952156,89.81,25.5,20.45
22-Jun-23,1641.25,1656.9,1638.3,1643.65,1646.600547653425043883,475118,20865,782329559,284588,59.9,18.6,2.4
23-Jun-23,1640.65,1659.9,1634.05,1643.45,1651.085866878995245141,665635,19936,1099020541,236675,35.56,25.85,2.8
26-Jun-23,1644.05,1650.85,1629.3,1635.4,1638.264296050599157764,61503,3704,100758169,24601,40,21.55,-8.65
27-Jun-23,1644.9,1672,1638.4,1658,1654.481795984028037114,174055,7237,287970829,70879,40.72,33.6,13.1
28-Jun-23,1672.9,1679.85,1661,1676.4,1671.794036923865112619,218612,8932,365474238,118146,54.04,18.85,3.5
30-Jun-23,1695,1708.6,1682.9,1701.75,1695.915827479010109416,1225590,27471,2078497479,330265,26.95,25.7,6.75
03-Jul-23,1714.9,1757.8,1701.75,1719.55,1738.603843190845852441,964459,33453,1676812124,365028,37.85,56.05,4.65
04-Jul-23,1728,1746.45,1713.75,1728.65,1729.172872915101814028,291561,8008,504159372,73478,25.2,32.7,0.65
05-Jul-23,1719.75,1719.75,1668.5,1673.3,1680.738435954258062367,540598,38091,908603837,287021,53.09,51.25,-46.45
06-Jul-23,1673.9,1687.7,1654.4,1674.75,1673.330820816051115922,312701,19798,523252221,132007,42.22,33.3,0.85
07-Jul-23,1669.95,1675,1655.75,1660.75,1662.298469710633315930,505656,19654,840551195,88864,17.57,19.25,-9.2
10-Jul-23,1664.35,1676.85,1650,1656.3,1661.291442935247577997,245458,15334,407777275,104546,42.59,26.85,-8.05
11-Jul-23,1665.55,1676,1645.65,1648.65,1661.610865558690652879,183939,10026,305635041,96514,52.47,30.35,-16.9
12-Jul-23,1655,1666,1627.2,1633,1647.434935750552990283,604441,30568,995777220,367260,60.76,38.8,-22
13-Jul-23,1655,1656.8,1639,1641.3,1649.163862251975152282,315039,18366,519550934,146793,46.6,17.8,-13.7
14-Jul-23,1653,1653.1,1635,1645.2,1643.700642764600567712,477002,26158,784048494,172668,36.2,18.1,-7.8
17-Jul-23,1650,1682.05,1633.15,1679.2,1659.815588385821922869,730762,31055,1212930159,302760,41.43,48.9,29.2
18-Jul-23,1695,1704,1670.05,1677.2,1687.033672433707868254,728103,33747,1228334278,286653,39.37,33.95,-17.8
19-Jul-23,1680,1688.65,1675.25,1684.85,1681.979410440309854926,153233,8446,257734751,79656,51.98,13.4,4.85
20-Jul-23,1683.7,1690.95,1680.65,1688.5,1685.906483561508356998,141558,9173,238653550,66551,47.01,10.3,4.8
21-Jul-23,1680,1690,1672.45,1675.7,1679.189420096732237733,877267,26384,1473097465,125952,14.36,17.55,-4.3
24-Jul-23,1676.6,1684.75,1670.4,1678.85,1678.797105584195820707,101644,4577,170639653,48539,47.75,14.35,2.25
25-Jul-23,1683.6,1698.85,1678.75,1696.4,1692.036077931652349252,409641,22576,693127351,288378,70.4,20.1,12.8
26-Jul-23,1694.65,1699.6,1687.5,1690.35,1692.651535038576047635,93711,5660,158620068,44149,47.11,12.1,-4.3
27-Jul-23,1697,1702.55,1668.1,1673.65,1686.516806955750003466,144226,8693,243239573,59315,41.13,34.45,-23.35
28-Jul-23,1663.95,1669,1640.45,1644.8,1647.972120506748726048,769849,38321,1268689689,261838,34.01,28.55,-19.15
31-Jul-23,1642.55,1656.25,1638.65,1651.1,1648.764391413375954145,435468,15045,717984132,301133,69.15,17.6,8.55
01-Aug-23,1652.6,1666.45,1650.25,1661.6,1657.556440605561749169,191954,12506,318174589,105099,54.75,16.2,9
02-Aug-23,1642,1652,1633.25,1640.9,1644.905562493995580747,156135,11913,256827330,113455,72.66,18.75,-1.1
03-Aug-23,1637.05,1651.05,1623,1628.7,1635.484238164614719585,312305,39607,510769905,153633,49.19,28.05,-8.35
04-Aug-23,1633.3,1656.65,1628.7,1652.8,1647.033425557691629103,765163,31079,1260249037,181538,23.73,27.95,19.5
07-Aug-23,1660,1663.5,1647.55,1651.55,1654.021511077252511942,194272,11849,321330067,94703,48.75,15.95,-8.45
08-Aug-23,1653,1656,1642.3,1650.85,1650.341541024859256841,232871,11867,384316685,103842,44.59,13.7,-2.15
09-Aug-23,1652.05,1653.6,1631.35,1650.15,1641.168304472416982154,219501,15935,360238084,101941,46.44,22.25,-1.9
10-Aug-23,1649,1654,1631,1636.3,1639.781325687177086978,220067,9232,360861757,103121,46.86,23,-12.7
11-Aug-23,1639,1639,1616.3,1619.05,1625.111114379681000653,169969,8901,276218511,66092,38.88,22.7,-19.95
14-Aug-23,1610,1614.8,1600.25,1610.4,1607.147117908368558565,334514,32251,537613211,186803,55.84,14.55,0.4
16-Aug-23,1589,1609.75,1581.95,1605.8,1598.892710863379153616,307142,9006,491087105,182949,59.56,27.8,16.8
17-Aug-23,1598.9,1610,1593.8,1596.9,1600.464219428229306989,133620,6392,213854029,69129,51.74,16.2,-2
18-Aug-23,1593,1596.75,1585.05,1591.15,1590.497142067601372971,962584,34394,1530987101,93090,9.67,11.7,-1.85
21-Aug-23,1595.05,1599.85,1586.95,1589.05,1592.859585982440205873,264240,18750,420897217,158412,59.95,12.9,-6
22-Aug-23,1596.4,1598.05,1580.05,1582.15,1587.987014887390253212,157180,7395,249599799,66577,42.36,18,-14.25
23-Aug-23,1581,1592,1573.15,1586.45,1584.273967965568340005,289501,12461,458648898,73207,25.29,18.85,5.45
24-Aug-23,1593.2,1595.8,1575.95,1578.8,1582.172351026373480369,451590,15291,714493212,265138,58.71,19.85,-14.4
25-Aug-23,1576.95,1576.95,1557.7,1561.95,1564.296027162261186835,1176338,36115,1840140860,285859,24.3,19.25,-15
28-Aug-23,1560,1582.55,1560,1577.7,1574.281659023004342964,2072087,15661,3262048560,1950437,94.13,22.55,17.7
29-Aug-23,1590.15,1592.75,1580.6,1590.3,1588.296485613178017015,455243,20237,723060857,410983,90.28,12.15,0.15
30-Aug-23,1602.35,1603.5,1573.5,1578.95,1591.031147671047127216,554584,23005,882360418,330171,59.53,30,-23.4
31-Aug-23,1581.95,1581.95,1562.4,1571.95,1569.985650003180054696,754704,34698,1184874450,336665,44.61,19.55,-10
01-Sep-23,1570,1579.45,1559.35,1574.85,1570.763038973719412572,1181899,61288,1856483265,336893,28.5,20.1,4.85
04-Sep-23,1583,1590.6,1575,1584.15,1582.337636687950779412,386830,17412,612095668,186140,48.12,15.6,1.15
05-Sep-23,1588.55,1589.45,1571.05,1575.1,1576.676738009246897792,142318,8070,224389480,72424,50.89,18.4,-13.45
06-Sep-23,1575.5,1600,1573.65,1596.55,1588.262095594687883929,410232,19578,651555936,257709,62.82,26.35,21.05
07-Sep-23,1596.95,1614,1587.3,1610.85,1601.954975593200756755,553944,25270,887393347,314455,56.77,26.7,13.9
08-Sep-23,1609,1632.8,1607.35,1624.05,1620.615096692934995687,816192,33332,1322733077,335628,41.12,25.45,15.05
11-Sep-23,1633.95,1636.5,1624.5,1632.05,1630.793162590666923422,389475,22592,635153167,235255,60.4,12,-1.9
12-Sep-23,1641,1642.45,1624,1636.8,1634.500713434181836151,647572,23222,1058456896,420046,64.86,18.45,-4.2
13-Sep-23,1634,1651.6,1629.4,1643.85,1644.141914776102293687,191918,5372,315540428,97875,51,22.2,9.85
14-Sep-23,1644,1650,1635.1,1641.5,1641.599557437424867728,914221,13839,1500784789,837947,91.66,14.9,-2.5
15-Sep-23,1645.6,1669.25,1645.6,1661.9,1660.221865058718155230,420909,13402,698802325,247257,58.74,23.65,16.3
18-Sep-23,1655,1655,1626.2,1629.05,1638.487976285547990633,369395,22768,605249266,222145,60.14,28.8,-25.95
20-Sep-23,1599,1599,1560.6,1563.9,1570.459010875355852631,1922144,129998,3018648365,1360325,70.77,38.4,-35.1
21-Sep-23,1560,1569,1538.05,1553.6,1555.962906455148870075,1236145,61337,1923395767,819512,66.3,30.95,-6.4
